#,topic_detected,topic_corrected,action,target_subtopic_key,alias_to_add,new_subtopic_ref,batch_pattern,exclude_reason,rationale,relative_path,knowledge_class
154,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1379-2010.md,normative_base
155,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-141-1994.md,normative_base
156,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-142-1994.md,normative_base
157,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-143-1994.md,normative_base
158,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1475-2011.md,normative_base
159,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1493-2011.md,normative_base
160,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1555-2012.md,normative_base
161,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1558-2012.md,normative_base
162,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1561-2012.md,normative_base
163,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1563-2012.md,normative_base
164,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1565-2012.md,normative_base
165,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-16-1990.md,normative_base
166,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-160-1994.md,normative_base
167,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1694-2013.md,normative_base
168,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1695-2013.md,normative_base
169,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1697-2013.md,normative_base
170,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1712-2014.md,normative_base
171,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1731-2014.md,normative_base
172,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-174-1994.md,normative_base
173,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1755-2015.md,normative_base
174,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1762-2015.md,normative_base
175,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-1787-2016.md,normative_base
176,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-181-1995.md,normative_base
177,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-20-1979.md,normative_base
178,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-201-1995.md,normative_base
179,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-2064-2020.md,normative_base
180,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-2068-2020.md,normative_base
181,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-2070-2020.md,normative_base
182,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-215-1995.md,normative_base
183,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-218-1994.md,normative_base
184,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-2283-2023.md,normative_base
185,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-26-1989.md,normative_base
186,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-3-1991.md,normative_base
187,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-30-1971.md,normative_base
188,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-30-1988.md,normative_base
189,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-30-1992.md,normative_base
190,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-300-1996.md,normative_base
191,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-31-1992.md,normative_base
192,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-388-1997.md,normative_base
193,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-397-1997.md,normative_base
194,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-4-1913.md,normative_base
195,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-454-1998.md,normative_base
196,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-546-1999.md,normative_base
197,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-58-1985.md,normative_base
198,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-594-2000.md,normative_base
199,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-630-2000.md,normative_base
200,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-643-2001.md,normative_base
201,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-666-2001.md,normative_base
202,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-67-1979.md,normative_base
203,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-67-1983.md,normative_base
204,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-675-2001.md,normative_base
205,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-685-2001.md,normative_base
206,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-687-2001.md,normative_base
207,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-768-2002.md,normative_base
208,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-79-1988.md,normative_base
209,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-795-2003.md,normative_base
210,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-808-2020.md,normative_base
211,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-811-2003.md,normative_base
212,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-824-2003.md,normative_base
213,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-833-2003.md,normative_base
214,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-84-1989.md,normative_base
215,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-902-2017.md,normative_base
216,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-939-2004.md,normative_base
217,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-95-1890.md,normative_base
218,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-964-2005.md,normative_base
219,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-973-2005.md,normative_base
220,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/consolidado/Ley-986-2005.md,normative_base
221,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/EXPERTOS/EXPERTOS_Ley-10-1991.md,normative_base
222,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/EXPERTOS/EXPERTOS_Ley-101-1993.md,normative_base
223,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/EXPERTOS/EXPERTOS_Ley-1014-2006.md,normative_base
224,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/EXPERTOS/EXPERTOS_Ley-1064-2006.md,normative_base
225,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/EXPERTOS/EXPERTOS_Ley-1066-2006.md,normative_base
226,otros_sectoriales,,c,cumplimiento_normativo_sectorial_pymes,,,%/LEYES/OTROS_SECTORIALES/%,,Todos los archivos LEYES/OTROS_SECTORIALES/* son leyes sectoriales heterogéneas. Batch inherit al catch-all existente (UPDATE SQL único) — 353 docs en una sola operación.,CORE ya Arriba/LEYES/OTROS_SECTORIALES/EXPERTOS/EXPERTOS_Ley-109-1985.md,normative_base
